from,to,gender,age,rate,ratemavg
IN,IA,f,70-74,0,7.0861E-05
IN,IA,f,75-79,0,6.66E-05
IN,IA,f,80-84,2.74E-05,9.13E-06
IN,IA,f,85-89,6.52E-05,2.48E-05
IN,IA,f,90-94,0,2.48E-05
IN,IA,f,95-99,0,1.56E-05
IN,ID,m,00-04,0,0
IN,ID,m,05-09,1.92E-05,9.61E-06
IN,ID,m,10-14,1.74E-05,1.22E-05
IN,ID,m,15-19,2.36E-05,2.01E-05
IN,ID,m,20-24,6.99775E-05,3.70E-05
IN,ID,m,25-29,3.32E-05,4.23E-05
IN,ID,m,30-34,0,3.44E-05
IN,ID,m,35-39,3.54E-05,2.29E-05
IN,ID,m,40-44,2.93E-05,2.16E-05
IN,ID,m,45-49,0,2.16E-05
IN,ID,m,50-54,2.03E-05,1.65E-05
IN,ID,m,55-59,1.14E-05,1.06E-05
IN,ID,m,60-64,0,1.06E-05
IN,ID,m,65-69,2.62E-05,1.25E-05
IN,ID,m,70-74,0.000156092,6.08E-05
IN,ID,m,75-79,0,6.08E-05
IN,ID,m,80-84,0,5.20E-05
IN,ID,m,85-89,0,0
IN,ID,m,90-94,0,0
IN,ID,m,95-99,0,0
IN,ID,f,00-04,2.38E-05,2.38E-05
IN,ID,f,05-09,3.99E-05,3.19E-05
IN,ID,f,10-14,2.28E-05,2.88E-05
IN,ID,f,15-19,4.10E-05,3.46E-05
IN,ID,f,20-24,4.11E-05,3.50E-05
IN,ID,f,25-29,2.40E-05,3.54E-05
IN,ID,f,30-34,0,2.17E-05
IN,ID,f,35-39,1.79E-05,1.40E-05
IN,ID,f,40-44,0,5.96E-06
IN,ID,f,45-49,0,5.96E-06
IN,ID,f,50-54,0,0
IN,ID,f,55-59,0,0
IN,ID,f,60-64,2.02E-05,6.73E-06
IN,ID,f,65-69,9.39922E-05,3.81E-05
IN,ID,f,70-74,0,3.81E-05
IN,ID,f,75-79,0,3.13E-05
IN,ID,f,80-84,0,0
IN,ID,f,85-89,0,0
IN,ID,f,90-94,0,0
IN,ID,f,95-99,0,0
IN,IL,m,00-04,0.001571,0.001571
IN,IL,m,05-09,0.001811687,0.001691343
IN,IL,m,10-14,0.001399323,0.001594003
IN,IL,m,15-19,0.00179882,0.001669943
IN,IL,m,20-24,0.005368276,0.002855473
IN,IL,m,25-29,0.004928993,0.00403203
IN,IL,m,30-34,0.002736696,0.004344655
IN,IL,m,35-39,0.001739443,0.003135044
IN,IL,m,40-44,0.000634471,0.001703537
IN,IL,m,45-49,0.001210038,0.001194651
IN,IL,m,50-54,0.000970947,0.000938485
IN,IL,m,55-59,0.000916238,0.001032408
IN,IL,m,60-64,0.001146633,0.001011273
IN,IL,m,65-69,0.000487744,0.000850205
IN,IL,m,70-74,0.000363004,0.000665794
IN,IL,m,75-79,0.000214234,0.000354994
IN,IL,m,80-84,0.000555415,0.000377551
IN,IL,m,85-89,0.000243293,0.000299722
IN,IL,m,90-94,0.001874481,0.000419867
IN,IL,m,95-99,0,0.000234729
IN,IL,f,00-04,0.00179182,0.00179182
IN,IL,f,05-09,0.002171206,0.001981513
IN,IL,f,10-14,0.000806315,0.00158978
IN,IL,f,15-19,0.001569836,0.001515786
IN,IL,f,20-24,0.006610794,0.002995648
IN,IL,f,25-29,0.00555075,0.004577127
IN,IL,f,30-34,0.002978689,0.005046744
IN,IL,f,35-39,0.001571358,0.003366932
IN,IL,f,40-44,0.001402067,0.001984038
IN,IL,f,45-49,0.001063657,0.001345694
IN,IL,f,50-54,0.000926347,0.00113069
IN,IL,f,55-59,0.000849292,0.000946432
IN,IL,f,60-64,0.000974731,0.00091679
IN,IL,f,65-69,0.000813033,0.000879018
IN,IL,f,70-74,0.0001634,0.000650388
IN,IL,f,75-79,0.000731739,0.00056939
IN,IL,f,80-84,0.00062571,0.00050695
IN,IL,f,85-89,0.001674731,0.00085388
IN,IL,f,90-94,0.000969542,0.000771813
IN,IL,f,95-99,0,0.000563243
IN,KS,m,00-04,5.54E-05,5.54E-05
IN,KS,m,05-09,2.51E-05,4.03E-05
IN,KS,m,10-14,0.000117334,6.59E-05
IN,KS,m,15-19,0.00030698,0.000149812
IN,KS,m,20-24,0.000324182,0.000249499
IN,KS,m,25-29,0.000176995,0.000269386
IN,KS,m,30-34,0.000245538,0.000248905
IN,KS,m,35-39,0.000193271,0.000205268
IN,KS,m,40-44,3.70E-05,0.00015862
IN,KS,m,45-49,3.38E-05,8.80321E-05
IN,KS,m,50-54,2.60E-05,3.23E-05
IN,KS,m,55-59,0.000190408,8.341E-05
IN,KS,m,60-64,0,7.21515E-05
IN,KS,m,65-69,8.12907E-05,9.05663E-05
IN,KS,m,70-74,9.07509E-05,5.73E-05
IN,KS,m,75-79,2.99E-05,6.73116E-05
IN,KS,m,80-84,0,4.02E-05
IN,KS,m,85-89,0,9.96E-06
IN,KS,m,90-94,0,0
IN,KS,m,95-99,0,0
IN,KS,f,00-04,0.000193796,0.000193796
IN,KS,f,05-09,0.00021175,0.000202773
IN,KS,f,10-14,5.32E-05,0.000152931
IN,KS,f,15-19,0.000174101,0.000146366
IN,KS,f,20-24,0.000459205,0.000228851
IN,KS,f,25-29,0.000104127,0.000245811
IN,KS,f,30-34,0.000169039,0.000244123
IN,KS,f,35-39,8.29599E-05,0.000118708
IN,KS,f,40-44,0,8.39995E-05
IN,KS,f,45-49,0.000157955,8.03048E-05
IN,KS,f,50-54,5.68E-05,7.15952E-05
IN,KS,f,55-59,0.000152043,0.000122276
IN,KS,f,60-64,6.24E-05,9.04288E-05
IN,KS,f,65-69,4.46E-05,8.63672E-05
IN,KS,f,70-74,5.75E-05,5.49E-05
IN,KS,f,75-79,0,3.40E-05
IN,KS,f,80-84,6.39E-05,4.05E-05
IN,KS,f,85-89,0,2.13E-05
IN,KS,f,90-94,0,2.13E-05
IN,KS,f,95-99,0,0
IN,KY,m,00-04,0.001217102,0.001217102
IN,KY,m,05-09,0.001248675,0.001232888
IN,KY,m,10-14,0.00091405,0.001126609
IN,KY,m,15-19,0.001939114,0.00136728
IN,KY,m,20-24,0.003084724,0.001979296
IN,KY,m,25-29,0.003029458,0.002684432
IN,KY,m,30-34,0.001609821,0.002574668
IN,KY,m,35-39,0.001154797,0.001931359
IN,KY,m,40-44,0.001307536,0.001357385
IN,KY,m,45-49,0.000859068,0.001107134
IN,KY,m,50-54,0.000729295,0.0009653
IN,KY,m,55-59,0.000584244,0.000724203
IN,KY,m,60-64,0.000642661,0.000652067
IN,KY,m,65-69,0.000267473,0.000498126
IN,KY,m,70-74,0,0.000303378
IN,KY,m,75-79,0.000194306,0.000153926
IN,KY,m,80-84,0.000562446,0.00025225
IN,KY,m,85-89,6.76E-05,0.000264243
IN,KY,m,90-94,0.001062206,0.000308023
IN,KY,m,95-99,0,0.000120541
IN,KY,f,00-04,0.001178662,0.001178662
IN,KY,f,05-09,0.001427012,0.001302837
IN,KY,f,10-14,0.000708948,0.001104874
IN,KY,f,15-19,0.001982412,0.001372791
IN,KY,f,20-24,0.002865264,0.001852208
IN,KY,f,25-29,0.002334038,0.002393905
IN,KY,f,30-34,0.001780649,0.00232665
IN,KY,f,35-39,0.001291571,0.001802086
IN,KY,f,40-44,0.000845498,0.001305906
IN,KY,f,45-49,0.000728909,0.000955326
IN,KY,f,50-54,0.000743067,0.000772491
IN,KY,f,55-59,0.000899973,0.00079065
IN,KY,f,60-64,0.000424035,0.000689025
IN,KY,f,65-69,0.00060155,0.000641853
IN,KY,f,70-74,0.000157348,0.000394311
IN,KY,f,75-79,0.000164268,0.000307722
IN,KY,f,80-84,0.000561769,0.000294462
IN,KY,f,85-89,0.000456152,0.000351342
IN,KY,f,90-94,0.000577108,0.000392923
IN,KY,f,95-99,0,0.000205667
IN,LA,m,00-04,7.84731E-05,7.84731E-05
IN,LA,m,05-09,0.000115262,9.68677E-05
IN,LA,m,10-14,0.000110092,0.000101276
IN,LA,m,15-19,9.58445E-05,0.000107066
IN,LA,m,20-24,0.000218501,0.000141479
IN,LA,m,25-29,0.000107461,0.000140602
IN,LA,m,30-34,0.000260173,0.000195379
IN,LA,m,35-39,0.000146564,0.0001714
IN,LA,m,40-44,0.00016981,0.000192182
IN,LA,m,45-49,4.85E-05,0.000121611
IN,LA,m,50-54,9.5503E-05,0.000104591
IN,LA,m,55-59,0,4.80E-05
IN,LA,m,60-64,5.66E-05,5.07E-05
IN,LA,m,65-69,0,1.89E-05
IN,LA,m,70-74,2.90E-05,2.86E-05
IN,LA,m,75-79,0,9.68E-06
IN,LA,m,80-84,0,9.68E-06
IN,LA,m,85-89,0,0
IN,LA,m,90-94,0,0
IN,LA,m,95-99,0,0
IN,LA,f,00-04,0.000123902,0.000123902
IN,LA,f,05-09,0.000124288,0.000124095
IN,LA,f,10-14,0.000164306,0.000137499
IN,LA,f,15-19,3.80E-05,0.000108878
IN,LA,f,20-24,0.000259678,0.000154008
IN,LA,f,25-29,0.000104127,0.000133948
IN,LA,f,30-34,0.000300331,0.000221379
IN,LA,f,35-39,4.07E-05,0.000148375
IN,LA,f,40-44,6.69099E-05,0.000135969
IN,LA,f,45-49,7.97018E-05,6.24E-05
IN,LA,f,50-54,8.52466E-05,7.72861E-05
IN,LA,f,55-59,2.61E-05,6.37E-05
IN,LA,f,60-64,3.30E-05,4.81E-05
IN,LA,f,65-69,2.58E-05,2.83E-05
IN,LA,f,70-74,0,1.96E-05
IN,LA,f,75-79,0,8.62E-06
IN,LA,f,80-84,0,0
IN,LA,f,85-89,0,0
IN,LA,f,90-94,0,0
IN,LA,f,95-99,0,0
IN,MA,m,00-04,0.000198491,0.000198491
IN,MA,m,05-09,0.000100485,0.000149488
IN,MA,m,10-14,6.95316E-05,0.000122836
IN,MA,m,15-19,5.00E-05,7.33408E-05
IN,MA,m,20-24,0.000161377,9.3638E-05
IN,MA,m,25-29,0.000414042,0.000208475
IN,MA,m,30-34,0.000217895,0.000264438
IN,MA,m,35-39,0.000267359,0.000299765
IN,MA,m,40-44,3.86E-05,0.000174616
IN,MA,m,45-49,0.000116011,0.000140654
IN,MA,m,50-54,3.62E-05,6.36E-05
IN,MA,m,55-59,0.000126939,9.30417E-05
IN,MA,m,60-64,0,5.44E-05
IN,MA,m,65-69,0,4.23E-05
IN,MA,m,70-74,0,0
IN,MA,m,75-79,0,0
IN,MA,m,80-84,0,0
IN,MA,m,85-89,0,0
IN,MA,m,90-94,0,0
IN,MA,m,95-99,0,0
IN,MA,f,00-04,2.38E-05,2.38E-05
IN,MA,f,05-09,3.07E-05,2.73E-05
IN,MA,f,10-14,4.56E-05,3.34E-05
IN,MA,f,15-19,0.000216529,9.76193E-05
IN,MA,f,20-24,0.000344771,0.000202313
IN,MA,f,25-29,0.000483788,0.000348363
IN,MA,f,30-34,0.00014278,0.00032378
IN,MA,f,35-39,0.000221226,0.000282598
IN,MA,f,40-44,5.63E-05,0.000140091
IN,MA,f,45-49,7.82527E-05,0.000118581
IN,MA,f,50-54,8.52466E-05,7.32548E-05
IN,MA,f,55-59,0.000136685,0.000100062
IN,MA,f,60-64,0,7.39773E-05
IN,MA,f,65-69,0,4.56E-05
IN,MA,f,70-74,0,0
IN,MA,f,75-79,0,0
IN,MA,f,80-84,0,0
IN,MA,f,85-89,0,0
IN,MA,f,90-94,0,0
IN,MA,f,95-99,0,0
IN,MD,m,00-04,0.00012925,0.00012925
IN,MD,m,05-09,4.29E-05,8.60518E-05
IN,MD,m,10-14,0.000136166,0.000102757
IN,MD,m,15-19,0.000126404,0.000101808
IN,MD,m,20-24,0.000489843,0.000250804
IN,MD,m,25-29,0.000654249,0.000423499
IN,MD,m,30-34,8.45563E-05,0.000409549
IN,MD,m,35-39,0.000186829,0.000308545
IN,MD,m,40-44,3.86E-05,0.000103326
IN,MD,m,45-49,3.08E-05,8.54202E-05
IN,MD,m,50-54,0,2.31E-05
IN,MD,m,55-59,0.000138331,5.64E-05
IN,MD,m,60-64,0,4.61E-05
IN,MD,m,65-69,7.34239E-05,7.05849E-05
IN,MD,m,70-74,0,2.45E-05
IN,MD,m,75-79,0,2.45E-05
IN,MD,m,80-84,0,0
IN,MD,m,85-89,0.000662299,0.000117524
IN,MD,m,90-94,0,0.000117524
IN,MD,m,95-99,0,0.000117524
IN,MD,f,00-04,0.000160438,0.000160438
IN,MD,f,05-09,0.000121219,0.000140829
IN,MD,f,10-14,6.84607E-05,0.000116706
IN,MD,f,15-19,0.000122895,0.000104192
IN,MD,f,20-24,0.000240606,0.000143987
IN,MD,f,25-29,0.00048539,0.000282964
IN,MD,f,30-34,0.000141139,0.000289045
IN,MD,f,35-39,0.000115493,0.000247341
IN,MD,f,40-44,9.58028E-05,0.000117478
IN,MD,f,45-49,5.07E-05,8.73384E-05
IN,MD,f,50-54,0,4.88E-05
IN,MD,f,55-59,5.99E-05,3.69E-05
IN,MD,f,60-64,4.22E-05,3.40E-05
IN,MD,f,65-69,0,3.40E-05
IN,MD,f,70-74,0,1.41E-05
IN,MD,f,75-79,0.000153068,5.10E-05
IN,MD,f,80-84,0.000137017,9.66949E-05
IN,MD,f,85-89,0.000377955,0.000187283
IN,MD,f,90-94,0,0.00013626
IN,MD,f,95-99,0,9.05876E-05
IN,ME,m,00-04,0,0
IN,ME,m,05-09,0,0
IN,ME,m,10-14,3.48E-05,1.16E-05
IN,ME,m,15-19,0,1.16E-05
IN,ME,m,20-24,2.43E-05,1.97E-05
IN,ME,m,25-29,0,8.09E-06
IN,ME,m,30-34,8.94345E-05,3.79E-05
IN,ME,m,35-39,0,2.98E-05
IN,ME,m,40-44,0,2.98E-05
IN,ME,m,45-49,0,0
IN,ME,m,50-54,0,0
IN,ME,m,55-59,0,0
IN,ME,m,60-64,1.95E-05,6.51E-06
IN,ME,m,65-69,0,6.51E-06
IN,ME,m,70-74,0,6.51E-06
IN,ME,m,75-79,0,0
IN,ME,m,80-84,0,0
IN,ME,m,85-89,0,0
IN,ME,m,90-94,0,0
IN,ME,m,95-99,0,0
IN,ME,f,00-04,0,0
IN,ME,f,05-09,0,0
IN,ME,f,10-14,0,0
IN,ME,f,15-19,2.49E-05,8.29E-06
IN,ME,f,20-24,0,8.29E-06
IN,ME,f,25-29,0,8.29E-06
IN,ME,f,30-34,6.07E-05,2.02E-05
IN,ME,f,35-39,0,2.02E-05
IN,ME,f,40-44,0,2.02E-05
IN,ME,f,45-49,1.01E-05,3.38E-06
IN,ME,f,50-54,0,3.38E-06
IN,ME,f,55-59,0,3.38E-06
IN,ME,f,60-64,0,0
IN,ME,f,65-69,0,0
IN,ME,f,70-74,0,0
IN,ME,f,75-79,2.24E-05,7.47E-06
IN,ME,f,80-84,0,7.47E-06
IN,ME,f,85-89,0,7.47E-06
IN,ME,f,90-94,0,0
IN,ME,f,95-99,0,0
IN,MI,m,00-04,0.000677022,0.000677022
IN,MI,m,05-09,0.000904366,0.000790694
IN,MI,m,10-14,0.000547561,0.00070965
IN,MI,m,15-19,0.001026508,0.000826145
IN,MI,m,20-24,0.002060767,0.001211612
IN,MI,m,25-29,0.00212552,0.001737598
IN,MI,m,30-34,0.001325257,0.001837181
IN,MI,m,35-39,0.000943809,0.001464862
IN,MI,m,40-44,0.000770319,0.001013128
IN,MI,m,45-49,0.000612361,0.000775497
IN,MI,m,50-54,0.000758236,0.000713639
IN,MI,m,55-59,0.000483344,0.00061798
IN,MI,m,60-64,0.000630941,0.000624174
IN,MI,m,65-69,0.000561168,0.000558485
IN,MI,m,70-74,0.000192392,0.0004615
IN,MI,m,75-79,0.000184341,0.000312634
IN,MI,m,80-84,2.81E-05,0.000134952
IN,MI,m,85-89,0,7.08212E-05
IN,MI,m,90-94,0,9.37E-06
IN,MI,m,95-99,0,0
IN,MI,f,00-04,0.000455898,0.000455898
IN,MI,f,05-09,0.000630647,0.000543272
IN,MI,f,10-14,0.000973663,0.000686736
IN,MI,f,15-19,0.001092887,0.000899066
IN,MI,f,20-24,0.001920446,0.001328999
IN,MI,f,25-29,0.001273549,0.00142896
IN,MI,f,30-34,0.001053619,0.001415871
IN,MI,f,35-39,0.000936959,0.001088042
IN,MI,f,40-44,0.000304136,0.000764905
IN,MI,f,45-49,0.000681088,0.000640728
IN,MI,f,50-54,0.000257161,0.000414128
IN,MI,f,55-59,0.000503739,0.000480663
IN,MI,f,60-64,0.000433214,0.000398038
IN,MI,f,65-69,0.0006086,0.000515184
IN,MI,f,70-74,0.00029654,0.000446118
IN,MI,f,75-79,0.000242668,0.000382603
IN,MI,f,80-84,0.000337975,0.000292395
IN,MI,f,85-89,0.000228076,0.000248213
IN,MI,f,90-94,0.000230843,0.000205858
IN,MI,f,95-99,0,9.31998E-05
IN,MN,m,00-04,0.000260038,0.000260038
IN,MN,m,05-09,0.000171416,0.000215727
IN,MN,m,10-14,0.000107194,0.000179549
IN,MN,m,15-19,0.000194467,0.000157692
IN,MN,m,20-24,0.000267057,0.000189573
IN,MN,m,25-29,0.000298679,0.000253401
IN,MN,m,30-34,0.000349608,0.000305115
IN,MN,m,35-39,0.000249642,0.00029931
IN,MN,m,40-44,0.000140479,0.000246576
IN,MN,m,45-49,0.000518378,0.000302833
IN,MN,m,50-54,0.000173642,0.0002775
IN,MN,m,55-59,3.74E-05,0.00024315
IN,MN,m,60-64,4.30E-05,8.46823E-05
IN,MN,m,65-69,0,2.68E-05
IN,MN,m,70-74,0,1.43E-05
IN,MN,m,75-79,0.000244128,8.13758E-05
IN,MN,m,80-84,0,8.13758E-05
IN,MN,m,85-89,0,8.13758E-05
IN,MN,m,90-94,0,0
IN,MN,m,95-99,0,0
IN,MN,f,00-04,0.000209681,0.000209681
IN,MN,f,05-09,0.000124288,0.000166985
IN,MN,f,10-14,5.17E-05,0.000128565
IN,MN,f,15-19,6.72996E-05,8.11045E-05
IN,MN,f,20-24,0.000597113,0.000238713
IN,MN,f,25-29,0.000267525,0.000310646
IN,MN,f,30-34,0.00047101,0.000445216
IN,MN,f,35-39,0.000343226,0.000360587
IN,MN,f,40-44,9.42821E-05,0.00030284
IN,MN,f,45-49,3.77E-05,0.000158395
IN,MN,f,50-54,0.000176176,0.000102712
IN,MN,f,55-59,5.99E-05,9.12498E-05
IN,MN,f,60-64,6.79191E-05,0.00010133
IN,MN,f,65-69,0,4.26E-05
IN,MN,f,70-74,0.000142218,7.00458E-05
IN,MN,f,75-79,0,4.74E-05
IN,MN,f,80-84,0,4.74E-05
IN,MN,f,85-89,0,0
IN,MN,f,90-94,0,0
IN,MN,f,95-99,0,0
IN,MO,m,00-04,0.000443142,0.000443142
IN,MO,m,05-09,0.000416718,0.00042993
IN,MO,m,10-14,0.000421535,0.000427132
IN,MO,m,15-19,0.000587568,0.000475274
IN,MO,m,20-24,0.00083259,0.000613898
IN,MO,m,25-29,0.000690596,0.000703585
IN,MO,m,30-34,0.000744746,0.000755977
IN,MO,m,35-39,0.000576593,0.000670645
IN,MO,m,40-44,0.000378213,0.000566517
IN,MO,m,45-49,0.000239364,0.000398057
IN,MO,m,50-54,0.000247439,0.000288339
IN,MO,m,55-59,0.000288054,0.000258286
IN,MO,m,60-64,0.000210965,0.000248819
IN,MO,m,65-69,9.96467E-05,0.000199555
IN,MO,m,70-74,1.45E-05,0.000108377
IN,MO,m,75-79,2.49E-05,4.64E-05
IN,MO,m,80-84,0,1.31E-05
IN,MO,m,85-89,0,8.30E-06
IN,MO,m,90-94,0,0
IN,MO,m,95-99,0,0
IN,MO,f,00-04,0.000376473,0.000376473
IN,MO,f,05-09,0.000336038,0.000356256
IN,MO,f,10-14,0.00029362,0.000335377
IN,MO,f,15-19,0.000427206,0.000352288
IN,MO,f,20-24,0.000534028,0.000418285
IN,MO,f,25-29,0.001114956,0.000692063
IN,MO,f,30-34,0.000365977,0.000671653
IN,MO,f,35-39,0.000271653,0.000584195
IN,MO,f,40-44,0.000171837,0.000269822
IN,MO,f,45-49,0.000276783,0.000240091
IN,MO,f,50-54,0.000260002,0.000236207
IN,MO,f,55-59,0.000290264,0.000275683
IN,MO,f,60-64,6.42E-05,0.000204838
IN,MO,f,65-69,5.64E-05,0.000136969
IN,MO,f,70-74,0,4.02E-05
IN,MO,f,75-79,9.3334E-05,4.99E-05
IN,MO,f,80-84,2.74E-05,4.02E-05
IN,MO,f,85-89,0,4.02E-05
IN,MO,f,90-94,0.000680988,0.000122812
IN,MO,f,95-99,0,0.000113678
IN,MS,m,00-04,2.77E-05,2.77E-05
IN,MS,m,05-09,0.000132995,8.03457E-05
IN,MS,m,10-14,1.16E-05,5.74E-05
IN,MS,m,15-19,0.000202801,0.000115795
IN,MS,m,20-24,0.000185655,0.000133348
IN,MS,m,25-29,0.00010114,0.000163199
IN,MS,m,30-34,4.72E-05,0.000111317
IN,MS,m,35-39,9.66357E-05,8.1644E-05
IN,MS,m,40-44,0.000159004,0.000100932
IN,MS,m,45-49,3.38E-05,9.64716E-05
IN,MS,m,50-54,0.000212711,0.000135163
IN,MS,m,55-59,1.14E-05,8.59595E-05
IN,MS,m,60-64,3.32E-05,8.57702E-05
IN,MS,m,65-69,0,1.49E-05
IN,MS,m,70-74,0,1.11E-05
IN,MS,m,75-79,0,0
IN,MS,m,80-84,0,0
IN,MS,m,85-89,0,0
IN,MS,m,90-94,0,0
IN,MS,m,95-99,0,0
IN,MS,f,00-04,0.000155672,0.000155672
IN,MS,f,05-09,5.52E-05,0.000105456
IN,MS,f,10-14,0.00016887,0.000126594
IN,MS,f,15-19,0.000198973,0.000141027
IN,MS,f,20-24,0.000225935,0.000197926
IN,MS,f,25-29,7.20877E-05,0.000165665
IN,MS,f,30-34,0.000105034,0.000134352
IN,MS,f,35-39,8.45865E-05,8.7236E-05
IN,MS,f,40-44,0.000211374,0.000133665
IN,MS,f,45-49,0.000188386,0.000161449
IN,MS,f,50-54,5.68E-05,0.000152197
IN,MS,f,55-59,0.000152043,0.00013242
IN,MS,f,60-64,0,6.96248E-05
IN,MS,f,65-69,0,5.07E-05
IN,MS,f,70-74,4.24E-05,1.41E-05
IN,MS,f,75-79,0,1.41E-05
IN,MS,f,80-84,0,1.41E-05
IN,MS,f,85-89,0.000234593,5.62E-05
IN,MS,f,90-94,0,5.62E-05
IN,MS,f,95-99,0,5.62E-05
IN,MT,m,00-04,0.000104631,0.000104631
IN,MT,m,05-09,1.63E-05,6.04E-05
IN,MT,m,10-14,0,4.03E-05
IN,MT,m,15-19,0.000125015,4.71E-05
IN,MT,m,20-24,0.000178514,0.000101176
IN,MT,m,25-29,6.01E-05,0.000121194
IN,MT,m,30-34,0.000130087,0.000122884
IN,MT,m,35-39,1.29E-05,6.76744E-05
IN,MT,m,40-44,4.01E-05,6.10E-05
IN,MT,m,45-49,2.94E-06,1.87E-05
IN,MT,m,50-54,0,1.44E-05
IN,MT,m,55-59,0,9.79E-07
IN,MT,m,60-64,0,0
IN,MT,m,65-69,0,0
IN,MT,m,70-74,0,0
IN,MT,m,75-79,0,0
IN,MT,m,80-84,0,0
IN,MT,m,85-89,0,0
IN,MT,m,90-94,0,0
IN,MT,m,95-99,0,0
IN,MT,f,00-04,0,0
IN,MT,f,05-09,0,0
IN,MT,f,10-14,8.97595E-05,2.99E-05
IN,MT,f,15-19,0,2.99E-05
IN,MT,f,20-24,0.000265547,0.000118435
IN,MT,f,25-29,9.93208E-05,0.000121623
IN,MT,f,30-34,7.22107E-05,0.000145693
IN,MT,f,35-39,0,5.72E-05
IN,MT,f,40-44,1.82E-05,3.02E-05
IN,MT,f,45-49,6.52E-05,2.78E-05
IN,MT,f,50-54,0,2.78E-05
IN,MT,f,55-59,3.69E-05,3.40E-05
IN,MT,f,60-64,2.39E-05,2.02E-05
IN,MT,f,65-69,0,2.02E-05
IN,MT,f,70-74,0,7.95E-06
IN,MT,f,75-79,0,0
IN,MT,f,80-84,0,0
IN,MT,f,85-89,0,0
IN,MT,f,90-94,0,0
IN,MT,f,95-99,0,0
IN,NC,m,00-04,0.000306199,0.000306199
IN,NC,m,05-09,0.000427062,0.00036663
IN,NC,m,10-14,0.000367938,0.000367066
IN,NC,m,15-19,0.000466721,0.000420573
IN,NC,m,20-24,0.000721197,0.000518619
IN,NC,m,25-29,0.001017721,0.000735213
IN,NC,m,30-34,0.000406521,0.000715146
IN,NC,m,35-39,0.000507338,0.00064386
IN,NC,m,40-44,0.000128129,0.000347329
IN,NC,m,45-49,0.000327474,0.00032098
IN,NC,m,50-54,0.000219946,0.000225183
IN,NC,m,55-59,0.000276662,0.000274694
IN,NC,m,60-64,0.000257846,0.000251485
IN,NC,m,65-69,0.000243872,0.00025946
IN,NC,m,70-74,0.000145201,0.00021564
IN,NC,m,75-79,0.000174377,0.000187817
IN,NC,m,80-84,0.000154673,0.000158084
IN,NC,m,85-89,0,0.000109683
IN,NC,m,90-94,0,5.16E-05
IN,NC,m,95-99,0,0
IN,NC,f,00-04,0.000474959,0.000474959
IN,NC,f,05-09,0.000323763,0.000399361
IN,NC,f,10-14,0.000231245,0.000343322
IN,NC,f,15-19,0.000204825,0.000253278
IN,NC,f,20-24,0.000812778,0.000416283
IN,NC,f,25-29,0.000780149,0.000599251
IN,NC,f,30-34,0.000633484,0.000742137
IN,NC,f,35-39,0.000566079,0.000659904
IN,NC,f,40-44,0.000203771,0.000467778
IN,NC,f,45-49,0.00029852,0.000356123
IN,NC,f,50-54,0.000275631,0.000259307
IN,NC,f,55-59,0.000340945,0.000305032
IN,NC,f,60-64,0.000304718,0.000307098
IN,NC,f,65-69,0.000474661,0.000373441
IN,NC,f,70-74,5.45E-05,0.000277948
IN,NC,f,75-79,2.61E-05,0.000185087
IN,NC,f,80-84,0.00046129,0.00018063
IN,NC,f,85-89,0.000175945,0.000204645
IN,NC,f,90-94,0.000230843,0.000234468
IN,NC,f,95-99,0,8.07049E-05
IN,ND,m,00-04,0,0
IN,ND,m,05-09,0,0
IN,ND,m,10-14,0,0
IN,ND,m,15-19,0.000127793,4.26E-05
IN,ND,m,20-24,0.000115677,8.11566E-05
IN,ND,m,25-29,0.000331866,0.000191778
IN,ND,m,30-34,0,0.000149181
IN,ND,m,35-39,0,0.000110622
IN,ND,m,40-44,6.94677E-05,2.32E-05
IN,ND,m,45-49,0,2.32E-05
IN,ND,m,50-54,1.45E-06,2.36E-05
IN,ND,m,55-59,0,4.82E-07
IN,ND,m,60-64,2.93E-05,1.02E-05
IN,ND,m,65-69,0,9.77E-06
IN,ND,m,70-74,0,9.77E-06
IN,ND,m,75-79,0,0
IN,ND,m,80-84,0,0
IN,ND,m,85-89,0,0
IN,ND,m,90-94,0,0
IN,ND,m,95-99,0,0
IN,ND,f,00-04,6.04E-05,6.04E-05
IN,ND,f,05-09,0,3.02E-05
IN,ND,f,10-14,0,2.01E-05
IN,ND,f,15-19,0,0
IN,ND,f,20-24,8.50923E-05,2.84E-05
IN,ND,f,25-29,0.000222671,0.000102588
IN,ND,f,30-34,0,0.000102588
IN,ND,f,35-39,0,7.42236E-05
IN,ND,f,40-44,3.65E-05,1.22E-05
IN,ND,f,45-49,1.88E-05,1.84E-05
IN,ND,f,50-54,0,1.84E-05
IN,ND,f,55-59,0,6.28E-06
IN,ND,f,60-64,2.75E-05,9.18E-06
IN,ND,f,65-69,0,9.18E-06
IN,ND,f,70-74,0,9.18E-06
IN,ND,f,75-79,0,0
IN,ND,f,80-84,0,0
IN,ND,f,85-89,0,0
IN,ND,f,90-94,0,0
IN,ND,f,95-99,0,0
IN,NE,m,00-04,3.39E-05,3.39E-05
IN,NE,m,05-09,1.03E-05,2.21E-05
IN,NE,m,10-14,0,1.47E-05
IN,NE,m,15-19,4.17E-06,4.84E-06
IN,NE,m,20-24,0.000109965,3.80E-05
IN,NE,m,25-29,6.79534E-05,6.07E-05
IN,NE,m,30-34,7.47998E-05,8.42393E-05
IN,NE,m,35-39,6.28E-05,6.85221E-05
